rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
249,Abilene Christian,Abilene Christian,-8.58419994203482,2.22591223133762,-6.35828771069721,48.5468099095003,-22.2480887969439,332,117,68.625458305,192,246,183,229,0.217391304347826,0.608695652173913,-0.391304347826087,5,14,9,14,#A9CAE6,#FFF2E3,#DAE8F4,#DA4963,#CBD4BF,Abilene Christian plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Abilene Christian performs at a similar level regardless of the pace of the game.
250,Denver,Denver 🔥,3.7802395475456,-10.4083905158426,-6.62815096829702,63.0696186335065,-51.9586378928762,100,354,69.3995726,148,248,326,282,0.28,0.44,-0.16,7,11,10,15,#FFECD5,#8BB7DD,#D9E7F4,#AD1B49,#9BBCC3,Denver plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Denver plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
251,Green Bay,Green Bay,1.07842484589104,-7.70735864254345,-6.62893379665242,-27.8338798016376,-35.7323500397445,149,324,65.45579975,348,249,262,260,0.384615384615385,0.230769230769231,0.153846153846154,10,6,13,13,#FFF9F3,#A9CAE6,#D9E7F4,#8CBCCF,#B5C9C0,Green Bay plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Green Bay plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
252,Longwood,Longwood,-5.12999258506849,-1.55660404392398,-6.68659662899247,26.6732218448283,13.7046886695841,275,204,69.7293241,126,250,134,254,0.32,0.28,0.04,8,7,11,14,#CBDFF0,#EDF4FA,#D9E7F4,#FA9A97,#F1D7AD,Longwood plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Longwood performs at a similar level regardless of the pace of the game.
253,Fairfield,Fairfield,-1.68522809592967,-5.02611819223459,-6.71134628816426,10.6624047025887,18.9593213985854,202,285,68.58686505,196,251,312,265,0.461538461538462,0.5,-0.0384615384615384,12,13,15,11,#EEF4FA,#C7DCEE,#D8E7F3,#FFD6C2,#F2D1A7,Fairfield performs at a similar level against both good and bad teams.,Fairfield performs at a similar level regardless of the pace of the game.
254,San Diego,San Diego,-1.8274863910851,-4.92651402933611,-6.75400042042121,29.7716743482662,13.2518416305302,210,281,70.0972762,99,252,36,180,0.384615384615385,0.961538461538462,-0.576923076923077,10,25,9,17,#ECF3F9,#C8DDEF,#D8E7F3,#F68E8F,#F1D7AD,San Diego plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,San Diego performs at a similar level regardless of the pace of the game.
255,Brown,Brown,-9.38927722456712,2.62621693664628,-6.76306028792084,1.89467374199227,6.98018591676137,342,108,67.90178155,242,253,329,255,0.238095238095238,0.476190476190476,-0.238095238095238,5,10,6,15,#A1C5E3,#FFF0DE,#D8E7F3,#FFF7DA,#F0DEB4,Brown performs at a similar level against both good and bad teams.,Brown performs at a similar level regardless of the pace of the game.
256,Eastern Michigan,Eastern Michigan 🤕,-5.93012368209613,-0.987694979264661,-6.91781866136079,53.953561422244,-50.3810973849052,294,186,67.5391425,255,268,80,237,0.423076923076923,0.423076923076923,0,11,11,9,17,#C3DAED,#F4F8FB,#D7E6F3,#C93859,#9EBDC2,Eastern Michigan plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Eastern Michigan plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
257,American,American,-3.41439880836018,-3.59596879318905,-7.01036760154923,-22.5417839510635,-31.4642463609595,244,256,68.315468145,211,254,47,281,0.4,0.28,0.12,10,7,12,13,#DCE9F5,#D7E6F3,#D7E6F3,#9DC9D3,#BCCDC0,American plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,American plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
258,Eastern Kentucky,Eastern Kentucky 🔒,0.724801952016232,-7.765494935011,-7.04069298299477,13.9851575983872,-36.1857072309616,154,327,68.83563287,178,255,68,201,0.36,0.68,-0.32,9,17,7,18,#FFFBF6,#A8C9E6,#D7E6F3,#FFCAB9,#B5C9C1,Eastern Kentucky performs at a similar level against both good and bad teams.,Eastern Kentucky plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
259,UTEP,UTEP,-6.08184794386889,-1.21045301732918,-7.29230096119807,38.41677468467,7.23230544811551,300,194,66.9211471,293,259,206,252,0.478260869565217,0.565217391304348,-0.0869565217391304,11,13,7,16,#C2D9ED,#F1F6FB,#D5E5F3,#EA6E7B,#F0DEB4,UTEP plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UTEP performs at a similar level regardless of the pace of the game.
260,San Jose State,San Jose State 🤕,-0.820067618158102,-6.49935949854293,-7.31942711670103,-3.08382624317001,70.6683411135405,185,310,66.15506335,325,280,163,224,0.28,0.48,-0.2,7,12,6,19,#F6F9FC,#B6D2EA,#D5E5F2,#F1F7DE,#FD9571,San Jose State performs at a similar level against both good and bad teams.,San Jose State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
261,Fort Wayne,Fort Wayne,-2.30537694930381,-5.05324075452097,-7.35861770382478,40.3938493498891,54.911440136734,223,286,68.88187782,175,257,263,222,0.416666666666667,0.75,-0.333333333333333,10,18,12,12,#E7F0F8,#C6DCEE,#D5E5F2,#E76776,#FAA781,Fort Wayne plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Fort Wayne plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
262,Georgia Southern,Georgia Southern,-1.85368844357851,-5.63169671158921,-7.48538515516771,34.5371633977794,21.8308158423077,211,298,72.12388095,24,258,155,251,0.44,0.52,-0.08,11,13,13,12,#ECF3F9,#C0D8EC,#D4E4F2,#EF7D84,#F3CDA4,Georgia Southern plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Georgia Southern performs at a similar level regardless of the pace of the game.
263,Cal Poly,Cal Poly,-1.5743969221256,-6.04924966306763,-7.62364658519323,14.5329902704412,43.0506373397201,198,306,74.525038,2,260,252,298,0.28,0.72,-0.44,7,18,9,16,#EFF5FA,#BBD5EB,#D3E4F2,#FFC8B7,#F7B58E,Cal Poly plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cal Poly plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
264,Detroit,Detroit,-2.76917422105393,-4.97098602677088,-7.74016024782481,-5.69868816282892,-48.4696223087493,234,284,70.2132607,94,261,162,250,0.652173913043478,0.391304347826087,0.260869565217391,15,9,10,13,#E3EDF7,#C7DCEF,#D3E3F2,#E6F1DC,#A1BFC2,Detroit performs at a similar level against both good and bad teams.,Detroit plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
265,Nicholls State,Nicholls State,-3.1177780549343,-4.64845831644979,-7.7662363713841,-11.5284030304757,-31.7682039663289,235,275,69.64025645,132,262,347,259,0.461538461538462,0.653846153846154,-0.192307692307692,12,17,10,16,#DFEBF6,#CBDFF0,#D2E3F2,#CDE3D9,#BCCCC0,Nicholls State performs at a similar level against both good and bad teams.,Nicholls State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
266,Milwaukee,Milwaukee,-2.36076667093049,-5.46198271049909,-7.82274938142958,18.5645407235255,-17.7335907451589,224,294,69.15953063,158,263,216,235,0.37037037037037,0.481481481481481,-0.111111111111111,10,13,10,17,#E7F0F8,#C2D9ED,#D2E3F2,#FFB8AC,#D2D8BE,Milwaukee plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Milwaukee performs at a similar level regardless of the pace of the game.
267,Presbyterian,Presbyterian,-5.10178446858486,-2.81373454488038,-7.91551901346524,-27.8340860606576,-23.7378557947955,274,237,65.58226715,343,264,220,285,0.375,0.458333333333333,-0.0833333333333333,9,11,10,14,#CCDFF0,#DFEBF5,#D2E3F2,#8CBCCF,#C8D3BF,Presbyterian plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Presbyterian performs at a similar level regardless of the pace of the game.
268,Southern,Southern,-4.68546974167341,-3.23299784028696,-7.91846758196037,21.9557958285038,27.4926575124898,267,250,70.8900756,62,265,243,275,0.565217391304348,0.608695652173913,-0.0434782608695653,13,14,9,14,#D0E2F1,#DBE8F4,#D2E3F2,#FFACA3,#F4C79E,Southern plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Southern plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
269,Sacred Heart,Sacred Heart,-0.25138570621834,-7.83095904950879,-8.08234475572713,1.16709877108482,19.5799884828963,170,329,70.0562659,103,266,189,233,0.518518518518518,0.518518518518518,0,14,14,11,16,#FCFDFE,#A8C9E5,#D1E2F1,#FFFADC,#F2D0A7,Sacred Heart performs at a similar level against both good and bad teams.,Sacred Heart performs at a similar level regardless of the pace of the game.
270,Sacramento State,Sacramento State,-3.16132952033763,-5.06301497720953,-8.22434449754716,21.5962397953985,-10.405085252233,240,287,72.69745805,15,272,6,261,0.318181818181818,0.454545454545455,-0.136363636363636,7,10,6,16,#DFEBF5,#C6DCEE,#D0E2F1,#FFADA4,#DEDEBD,Sacramento State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Sacramento State performs at a similar level regardless of the pace of the game.
271,Arkansas-Little Rock,Arkansas-Little Rock,-4.60238349477219,-3.65193438963453,-8.25431788440672,-40.3115230762649,-34.0748270202859,266,260,68.0297899,233,267,109,210,0.36,0.68,-0.32,9,17,8,17,#D1E2F1,#D6E5F3,#D0E2F1,#6D9BC2,#B8CBC0,Arkansas-Little Rock plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arkansas-Little Rock plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
272,Portland,Portland,-5.22204201874031,-3.09641290656424,-8.31845492530455,87.4356904399568,31.6577121588964,277,245,69.8631228,117,269,2,283,0.44,0.48,-0.04,11,12,10,15,#CADEEF,#DCE9F5,#CFE1F1,#93003A,#F5C29A,Portland plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Portland plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
273,Grambling,Grambling,-8.87090236995358,0.433357127247504,-8.43754524270608,1.93229346009664,-49.9157431420063,337,162,68.11216575,226,270,293,302,0.391304347826087,0.565217391304348,-0.173913043478261,9,13,9,14,#A6C8E5,#FFFCF9,#CFE1F1,#FFF7DA,#9FBEC2,Grambling performs at a similar level against both good and bad teams.,Grambling plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
274,Bellarmine,Bellarmine,4.40027961808854,-12.8864506593582,-8.48617104126963,12.4023783039219,-29.2622910262388,90,361,66.67003005,303,271,31,271,0.458333333333333,0.541666666666667,-0.0833333333333333,11,13,9,15,#FFE9CE,#70A6D5,#CEE1F1,#FFD0BD,#C0CFC0,Bellarmine performs at a similar level against both good and bad teams.,Bellarmine plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
